experiment_id,condition,n,mean_kill_rate,sd_kill_rate,mean_survival,sd_survival,mean_kills,mean_damage,mean_ammo_eff,mean_latency_p99
DOE-030,stat_sk1,30,39.337376738359815,2.1313737521264655,29.741904761904767,6.429757890877679,19.366666666666667,1936.6666666666667,0.0,0.0004445000000000002
DOE-030,stat_sk2,30,42.85999996090395,3.126841966682962,16.01047619047619,3.810275254294387,11.333333333333334,1133.3333333333333,0.0,0.0004751666666666668
DOE-030,stat_sk3,30,42.85999996090395,3.126841966682962,16.01047619047619,3.810275254294387,11.333333333333334,1133.3333333333333,0.0,0.0004502333333333333
DOE-030,stat_sk4,30,42.85999996090395,3.126841966682962,16.01047619047619,3.810275254294387,11.333333333333334,1133.3333333333333,0.0,0.0004598666666666666
DOE-030,stat_sk5,30,59.87369438933967,7.50726465077503,4.17047619047619,0.7202112182692988,4.166666666666667,416.6666666666667,0.0,0.0004710666666666668
DOE-031,action_3,30,42.20395264234948,8.23721977156049,20.054285714285715,7.707467704088725,14.033333333333333,1403.3333333333333,0.0,0.001184733333333334
DOE-031,action_5,30,38.299973239485695,5.816719946463815,26.607619047619046,8.876698365280188,16.733333333333334,1673.3333333333333,0.0,0.0011821000000000006
DOE-031,action_7,30,40.171393936143176,6.4861310229822315,25.41333333333334,9.035885088308225,16.433333333333334,1643.3333333333333,0.0,0.0011292000000000003
DOE-031,action_9,30,28.401146805518042,4.41975618400603,17.61238095238095,5.8364945825754475,8.4,840.0,0.0,0.001527766666666667
DOE-032,cache_ind,100,40.54196647352336,6.073952406756896,26.01228571428571,8.533959716303858,17.45,1745.0,0.0,0.0010405400000000008
DOE-032,cache_seq,100,40.47731475817059,6.270422613223513,26.188857142857145,9.651397229454686,17.33,1733.0,0.0,0.0010800400000000006
DOE-032,nocache_ind,100,40.54196647352336,6.073952406756896,26.01228571428571,8.533959716303858,17.45,1745.0,0.0,0.0011000600000000008
DOE-032,nocache_seq,100,40.47731475817059,6.270422613223513,26.188857142857145,9.651397229454686,17.33,1733.0,0.0,0.001084190000000001
DOE-033,3act_move,30,41.18192958667978,9.09073603460604,17.50666666666667,4.912704140810322,11.766666666666667,1176.6666666666667,0.0,0.001054266666666667
DOE-033,3act_stat,30,43.88903187057363,3.0077142022726924,14.635238095238098,3.801778785372855,10.6,1060.0,0.0,0.000547266666666667
DOE-033,5act_move,30,38.74589867480954,5.708389829354255,24.96952380952382,7.273140636110626,16.0,1600.0,0.0,0.0010265000000000003
DOE-033,5act_stat,30,43.88903187057363,3.0077142022726924,14.635238095238098,3.801778785372855,10.6,1060.0,0.0,0.0004849000000000001
DOE-033,7act_move,30,39.50846179190497,5.081849785437191,27.64857142857143,9.284761300093747,17.866666666666667,1786.6666666666667,0.0,0.0009876333333333337
DOE-033,7act_stat,30,43.88903187057363,3.0077142022726924,14.635238095238098,3.801778785372855,10.6,1060.0,0.0,0.00047529999999999995
